Param_Coord_x1 = 2
Param_Coord_x2 = 160
Param_Coord_x3 = 90
Param_Coord_Type = Spherical
Param_Coord_AngularFormat = degree
Param_Coord_Front = '0,0'
Param_Coord_Top = '90,0'
Data_Domain=Frequency
Data_Phase_AngularFormat=degree
Data_Format = LeveldB_Phase
Data_LevelType=SoundPressure

Curve=[
2.0507813e+01 6.4728826e+01 -5.4923476e+01 
2.1972656e+01 6.6574022e+01 -5.7508264e+01 
2.3437500e+01 6.7933791e+01 -5.7220544e+01 
2.4902344e+01 6.8887121e+01 -6.1718678e+01 
2.6367188e+01 7.0537495e+01 -6.9259156e+01 
2.7832031e+01 7.1177516e+01 -7.2441014e+01 
2.9296875e+01 7.2136641e+01 -7.7713473e+01 
3.0761719e+01 7.3093622e+01 -8.2681421e+01 
3.2226563e+01 7.4015007e+01 -8.7618414e+01 
3.3691406e+01 7.4961070e+01 -9.3087268e+01 
3.5156250e+01 7.5879997e+01 -9.8929171e+01 
3.6621094e+01 7.6741077e+01 -1.0474650e+02 
3.8085938e+01 7.7604553e+01 -1.1098508e+02 
3.9550781e+01 7.8411225e+01 -1.1702876e+02 
4.1015625e+01 7.9253973e+01 -1.2387213e+02 
4.2480469e+01 8.0023461e+01 -1.3095301e+02 
4.3945313e+01 8.0735732e+01 -1.3805035e+02 
4.5410156e+01 8.1400598e+01 -1.4546094e+02 
4.6875000e+01 8.2009537e+01 -1.5276209e+02 
4.8339844e+01 8.2573384e+01 -1.6063965e+02 
5.1269531e+01 8.3399063e+01 -1.7701891e+02 
5.2734375e+01 8.3681842e+01 1.7497890e+02 
5.4199219e+01 8.3872639e+01 1.6732936e+02 
5.5664063e+01 8.3984964e+01 1.6003000e+02 
5.8593750e+01 8.4017384e+01 1.4658832e+02 
6.0058594e+01 8.3961810e+01 1.4021462e+02 
6.2988281e+01 8.3752509e+01 1.2873965e+02 
6.4453125e+01 8.3659888e+01 1.2390046e+02 
6.7382813e+01 8.3561510e+01 1.1539629e+02 
6.8847656e+01 8.3498520e+01 1.1135494e+02 
7.1777344e+01 8.3314665e+01 1.0296601e+02 
7.4707031e+01 8.3177211e+01 9.5307845e+01 
7.7636719e+01 8.3054228e+01 8.8882885e+01 
7.9101563e+01 8.2946481e+01 8.5956939e+01 
8.2031250e+01 8.2735065e+01 7.9904258e+01 
8.4960938e+01 8.2626310e+01 7.4261858e+01 
8.7890625e+01 8.2480148e+01 6.9688885e+01 
9.0820313e+01 8.2322208e+01 6.5347403e+01 
9.5214844e+01 8.2240485e+01 5.8951094e+01 
9.8144531e+01 8.2158935e+01 5.5282426e+01 
1.0107422e+02 8.2085455e+01 5.1642713e+01 
1.0546875e+02 8.2040018e+01 4.5831752e+01 
1.0839844e+02 8.1916394e+01 4.2506129e+01 
1.1279297e+02 8.1856748e+01 3.8338523e+01 
1.1718750e+02 8.1759618e+01 3.3517210e+01 
1.2011719e+02 8.1724529e+01 3.0943633e+01 
1.2451172e+02 8.1690477e+01 2.5758088e+01 
1.2890625e+02 8.1364997e+01 2.1587901e+01 
1.3330078e+02 8.1140594e+01 1.9441791e+01 
1.3916016e+02 8.1198082e+01 1.5603284e+01 
1.4355469e+02 8.1159023e+01 1.1852015e+01 
1.4794922e+02 8.0985503e+01 8.5221288e+00 
1.5380859e+02 8.0834486e+01 5.6232640e+00 
1.5966797e+02 8.0928247e+01 1.5205650e+00 
1.6552734e+02 8.0652977e+01 -2.4413624e+00 
1.7138672e+02 8.0750916e+01 -5.0485971e+00 
1.7724609e+02 8.0638346e+01 -1.0261940e+01 
1.8310547e+02 8.0281952e+01 -1.3560689e+01 
1.8896484e+02 8.0135416e+01 -1.4839408e+01 
1.9628906e+02 8.0404120e+01 -1.8738969e+01 
2.0361328e+02 8.0138983e+01 -2.4823724e+01 
2.1093750e+02 7.9800291e+01 -2.8181565e+01 
2.1826172e+02 7.9566068e+01 -3.0789329e+01 
2.2558594e+02 7.9077769e+01 -3.5102268e+01 
2.3291016e+02 7.9128491e+01 -3.2368622e+01 
2.4169922e+02 7.9265770e+01 -4.0195251e+01 
2.5048828e+02 7.8719428e+01 -4.2341512e+01 
2.5927734e+02 7.8561798e+01 -4.3265565e+01 
2.6806641e+02 7.9014295e+01 -4.6257609e+01 
2.7685547e+02 7.8717140e+01 -5.2712602e+01 
2.8710938e+02 7.7795615e+01 -5.4959654e+01 
2.9736328e+02 7.8116256e+01 -5.6060844e+01 
3.0761719e+02 7.6873291e+01 -6.0305450e+01 
3.1933594e+02 7.7110353e+01 -5.4747021e+01 
3.2958984e+02 7.6956423e+01 -5.5173117e+01 
3.4130859e+02 7.7911596e+01 -5.3836934e+01 
3.5302734e+02 7.8917130e+01 -6.2999396e+01 
3.6621094e+02 7.8788865e+01 -7.5832016e+01 
3.7939453e+02 7.7646969e+01 -8.3228146e+01 
3.9257813e+02 7.7066953e+01 -9.0451130e+01 
4.0576172e+02 7.6893113e+01 -9.0375199e+01 
4.2041016e+02 7.7293532e+01 -9.9762103e+01 
4.3505859e+02 7.5671266e+01 -1.1071458e+02 
4.5117188e+02 7.5871048e+01 -1.0679228e+02 
4.6582031e+02 7.5093466e+01 -1.1786716e+02 
4.8339844e+02 7.4631262e+01 -1.0984524e+02 
4.9951172e+02 7.4675706e+01 -1.1328903e+02 
5.1708984e+02 7.5098253e+01 -1.1993525e+02 
5.3613281e+02 7.4349996e+01 -1.2348551e+02 
5.5517578e+02 7.4836671e+01 -1.2926074e+02 
5.7421875e+02 7.3323678e+01 -1.4197652e+02 
5.9472656e+02 7.3904880e+01 -1.3201817e+02 
6.1523438e+02 7.4126396e+01 -1.5040303e+02 
6.3720703e+02 7.3975583e+01 -1.5152368e+02 
6.5917969e+02 7.3988707e+01 -1.6405943e+02 
6.8261719e+02 7.3127296e+01 -1.6812537e+02 
7.0751953e+02 7.2434245e+01 1.7094952e+02 
7.3242188e+02 7.2876854e+01 1.7338593e+02 
7.5732422e+02 6.9660343e+01 1.4997775e+02 
7.8515625e+02 7.1126109e+01 1.6616702e+02 
8.1152344e+02 6.6960138e+01 1.4903272e+02 
8.4082031e+02 6.8353604e+01 1.4259459e+02 
8.7011719e+02 6.7305649e+01 1.6160368e+02 
9.0087891e+02 6.6187952e+01 1.4336488e+02 
9.3310547e+02 6.8364840e+01 1.3256180e+02 
9.6533203e+02 6.7820880e+01 1.2357475e+02 
1.0004883e+03 6.6076979e+01 1.2589110e+02 
1.0356445e+03 6.5737174e+01 1.0382034e+02 
1.0722656e+03 6.5834454e+01 1.0016912e+02 
1.1088867e+03 6.5707920e+01 9.6038297e+01 
1.1484375e+03 6.4679464e+01 8.7475322e+01 
1.1894531e+03 6.2694576e+01 6.4083680e+01 
1.2304688e+03 6.2351786e+01 5.6060959e+01 
1.2744141e+03 6.1991548e+01 5.8464835e+01 
1.3198242e+03 5.8461128e+01 4.2660545e+01 
1.3666992e+03 6.1044751e+01 1.3348730e+01 
1.4135742e+03 5.2854299e+01 -5.3416013e+01 
1.4633789e+03 4.8161358e+01 3.8373488e+01 
1.5161133e+03 5.0530785e+01 1.6054092e+02 
1.5688477e+03 5.2920693e+01 1.2465023e+02 
1.6245117e+03 5.6928712e+01 1.1296155e+02 
1.6816406e+03 5.9306038e+01 9.8822964e+01 
1.7416992e+03 5.8609340e+01 7.9730747e+01 
1.8032227e+03 5.8687372e+01 8.6129042e+01 
1.8662109e+03 6.1011589e+01 7.4882282e+01 
1.9321289e+03 6.0300265e+01 5.6698932e+01 
1.9995117e+03 6.0524838e+01 8.0714317e+01 
2.0698242e+03 6.7461572e+01 5.6660463e+01 
2.1430664e+03 6.6798142e+01 2.0412273e+01 
2.2192383e+03 6.6934602e+01 1.0886057e+01 
2.2968750e+03 6.7484636e+01 -1.5474825e+01 
2.3789063e+03 6.7050684e+01 -2.6128597e+01 
2.4624023e+03 6.7358941e+01 -4.6833210e+01 
2.5488281e+03 6.7288740e+01 -4.7503147e+01 
2.6396484e+03 6.8067659e+01 -7.5697032e+01 
2.7319336e+03 6.7290645e+01 -7.7560855e+01 
2.8286133e+03 6.8846202e+01 -9.5973418e+01 
2.9282227e+03 6.8702074e+01 -1.1418060e+02 
3.0307617e+03 6.7787373e+01 -1.2393437e+02 
3.1376953e+03 6.8884940e+01 -1.3479634e+02 
3.2490234e+03 6.9218218e+01 -1.5061078e+02 
3.3632813e+03 6.7186693e+01 -1.6837410e+02 
3.4819336e+03 6.9015846e+01 -1.7295170e+02 
3.6049805e+03 6.7016410e+01 1.6807943e+02 
3.7324219e+03 6.8093861e+01 1.4921632e+02 
3.8642578e+03 6.8149164e+01 1.4979314e+02 
4.0004883e+03 6.7262296e+01 1.2132193e+02 
4.1411133e+03 6.6274855e+01 9.9646661e+01 
4.2875977e+03 6.4928864e+01 1.0214856e+02 
4.4384766e+03 6.6706991e+01 7.9873721e+01 
4.5952148e+03 6.2831607e+01 6.1787521e+01 
4.7563477e+03 6.4107158e+01 5.6007808e+01 
4.9248047e+03 6.4340261e+01 3.2276822e+01 
5.0976563e+03 6.1495302e+01 2.3646988e+01 
5.2778320e+03 6.3540264e+01 6.1301145e+00 
5.4638672e+03 6.2404089e+01 1.0714673e+00 
5.6572266e+03 6.1728966e+01 -2.4884138e+01 
5.8564453e+03 6.2057955e+01 -2.6445341e+01 
6.0629883e+03 6.2122225e+01 -4.3348840e+01 
6.2768555e+03 6.2498338e+01 -5.5633984e+01 
6.4980469e+03 6.2247680e+01 -7.8473113e+01 
6.7265625e+03 6.2522060e+01 -9.6757213e+01 
6.9638672e+03 6.1917312e+01 -1.1697116e+02 
7.2099609e+03 6.1232106e+01 -1.3849238e+02 
7.4648438e+03 6.0341716e+01 -1.6014673e+02 
7.7270508e+03 5.9312145e+01 -1.7542029e+02 
7.9995117e+03 5.8464870e+01 1.6928935e+02 
8.2822266e+03 5.8867744e+01 1.4562436e+02 
8.5737305e+03 5.8186300e+01 1.2462619e+02 
8.8769531e+03 5.7443608e+01 9.8783608e+01 
9.1889648e+03 5.7263514e+01 8.0697251e+01 
9.5141602e+03 5.5976677e+01 5.4844397e+01 
9.8496094e+03 5.5550259e+01 3.6841269e+01 
1.0196777e+04 5.4675175e+01 1.1984482e+01 
1.0555664e+04 5.2999984e+01 -1.1874734e+01 
1.0927734e+04 5.2593280e+01 -3.4013053e+01 
1.1312988e+04 5.1731325e+01 -5.4213363e+01 
1.1712891e+04 5.1350836e+01 -8.2918324e+01 
1.2125977e+04 4.9583232e+01 -1.1139304e+02 
1.2553711e+04 4.8847761e+01 -1.3107203e+02 
1.2996094e+04 4.7117626e+01 -1.6922772e+02 
1.3454590e+04 4.5854973e+01 1.6434772e+02 
1.3929199e+04 4.3176426e+01 1.0503798e+02 
1.4419922e+04 3.2811288e+01 7.4559408e+01 
1.4928223e+04 2.8674661e+01 8.9688706e+01 
1.5455566e+04 3.3660185e+01 1.7350137e+02 
1.6000488e+04 3.9846838e+01 1.1344566e+02 
1.6564453e+04 4.2028228e+01 1.2130678e+01 
1.7148926e+04 3.6562674e+01 1.4262075e+01 
1.7752441e+04 4.0965141e+01 -3.0724180e+01 
1.8379395e+04 4.5699952e+01 -5.2834503e+01 
1.9026855e+04 4.7413212e+01 -1.0655374e+02 
1.9697754e+04 4.5141495e+01 -1.7170481e+02 
1.9999512e+04 4.1357723e+01 1.7926450e+02 
];
